Group,MAG,Completeness,Contamination,Strain_Heterogeneity,N50,Assembly_Type,Assembly_Source,Contig_count,Assembly_size
MQ Winners,19-1_35_stoolx13_sub.SR_stool,94.78,1.21,25,66062,MetaSPAdes (SR),Stool,78,3265455
MQ Winners,14-1_11_stoolx14-1_11_stool.023.SR_stool,86.66,1.25,25,123634,MetaSPAdes (SR),Stool,54,3139419
MQ Winners,19-2_N16x19-2_N16.031.SR_stool,90.19,1.25,25,68922,MetaSPAdes (SR),Stool,148,5876557
MQ Winners,C008-M00_stoolx40.SR_stool,79.24,1.34,25,5397,MetaSPAdes (SR),Stool,534,2008024
MQ Winners,08-1_97x64.SR_stool,92.39,1.34,25,5716,MetaSPAdes (SR),Stool,413,1825712
MQ Winners,20-2_23x20-2_23.037_sub.SR_stool,97.09,1.34,25,23156,MetaSPAdes (SR),Stool,220,2944387
MQ Winners,08-2_95xbin.30_sub.SR_stool,93.71,1.4,25,11733,MetaSPAdes (SR),Stool,741,5674185
MQ Winners,14-1_N14_stoolx44.SR_stool,92.12,1.53,25,24884,MetaSPAdes (SR),Stool,156,2634435
MQ Winners,39-1_N14xbin.21.SR_stool,81.02,1.61,25,6341,MetaSPAdes (SR),Stool,597,2844058
MQ Winners,20-1_5_stoolx30.SR_stool,100,1.61,25,93006,MetaSPAdes (SR),Stool,70,3336530
MQ Winners,29-1_8_stoolxbin.13.SR_stool,100,1.61,25,169713,MetaSPAdes (SR),Stool,41,3342033
MQ Winners,43-1_66x114_sub.SR_stool,85.11,1.62,25,5539,MetaSPAdes (SR),Stool,552,2410082
MQ Winners,C040-M24x82.SR_stool,57.54,1.67,25,2113,MetaSPAdes (SR),Stool,741,1503167
MQ Winners,47-1_17x47-1_17.017.SR_stool,88.93,1.68,25,80982,MetaSPAdes (SR),Stool,71,2643017
MQ Winners,17-1_100_stoolxbin.80_sub.SR_stool,72.77,1.7,25,10708,MetaSPAdes (SR),Stool,273,1934156
MQ Winners,17-1_100_stoolx17-1_100_stool.059_sub.SR_stool,82.21,1.74,25,24351,MetaSPAdes (SR),Stool,129,1941047
MQ Winners,47-2_13xbin.20.SR_stool,96.33,1.79,25,17968,MetaSPAdes (SR),Stool,303,3470350
MQ Winners,14-1_9_stoolx60.SR_stool,54.5,1.8,25,2456,MetaSPAdes (SR),Stool,495,1116319
MQ Winners,39-2_74x39-2_74.011.SR_stool,92.25,1.85,25,117538,MetaSPAdes (SR),Stool,47,2718534
MQ Winners,40-2_13_CMBcst_WCxbin.7.SR_plate,99.11,1.89,25,46389,MetaSPAdes (SR),Plate,66,1922718
MQ Winners,43-1_73x109.SR_stool,93.04,1.9,25,35897,MetaSPAdes (SR),Stool,162,3229288
MQ Winners,39-1_36_WCxbin.3.SR_plate,93.81,1.94,25,8429,MetaSPAdes (SR),Plate,529,3223955
MQ Winners,C047-M24_stoolxbin.28.SR_stool,69.13,2.01,25,172582,MetaSPAdes (SR),Stool,25,1733201
MQ Winners,47-1_37_stoolx7.SR_stool,97.99,2.01,25,93210,MetaSPAdes (SR),Stool,57,3050525
MQ Winners,08-1_36_stoolxbin.27.SR_stool,100,2.04,25,139002,MetaSPAdes (SR),Stool,58,2592699
MQ Winners,40-1_93x110.SR_stool,86.61,2.07,25,17809,MetaSPAdes (SR),Stool,233,2509620
MQ Winners,47-1_37_stoolx121_sub.SR_stool,71.21,2.2,25,3186,MetaSPAdes (SR),Stool,598,1623676
MQ Winners,20-2_39x28_sub.LR_stool,86.87,2.22,25,207020,MetaFlye2 (LR),Stool,42,3964939
MQ Winners,40-1_93xbin.51.LR_stool,96.84,2.22,25,425393,MetaFlye2 (LR),Stool,18,3763394
MQ Winners,08-2_9x08-2_early__08-2_9.009.LR_stool,98.88,2.27,25,273792,MetaFlye2 (LR),Stool,22,3538483
MQ Winners,17-1_100_stoolx59.SR_stool,76.11,2.35,25,56819,MetaSPAdes (SR),Stool,56,1577146
MQ Winners,19-2_95x29_sub.SR_stool,78.37,2.35,25,7023,MetaSPAdes (SR),Stool,364,1871841
MQ Winners,17-1_36_stoolx31.SR_stool,93.53,2.36,25,18570,MetaSPAdes (SR),Stool,146,1938888
MQ Winners,C039-M24_stoolxC039-M24_stool.065.SR_stool,89.15,2.45,25,18242,MetaSPAdes (SR),Stool,201,2045397
MQ Winners,40-1_9_CMBcst_WCx40-1_9_CMBcst_WC.004_sub.SR_plate,94.63,2.53,25,60051,MetaSPAdes (SR),Plate,164,3381576
MQ Winners,08-1_97xbin.67.SR_stool,94.54,2.63,25,9872,MetaSPAdes (SR),Stool,386,2731086
MQ Winners,47-2_37_stoolxbin.102.SR_stool,89.6,2.68,25,50863,MetaSPAdes (SR),Stool,82,2238389
MQ Winners,C017-M23x43.LR_stool,95.92,2.72,25,200372,MetaFlye2 (LR),Stool,28,3112862
MQ Winners,C014-M06xbin.35_sub.SR_stool,52.07,2.75,25,5096,MetaSPAdes (SR),Stool,513,2195991
MQ Winners,39-1_36xbin.3.LR_plate,83.73,2.83,25,107534,MetaFlye2 (LR),Plate,76,4469373
MQ Winners,C014-M36_BAPxbin.24.SR_plate,63.6,2.97,25,3549,MetaSPAdes (SR),Plate,639,2060491
MQ Winners,C040-M06xC040-M06.006.SR_stool,97.99,4.08,25,201612,MetaSPAdes (SR),Stool,42,2960857
MQ Winners,47-1_37_stoolx6.SR_stool,91.05,4.25,25,22816,MetaSPAdes (SR),Stool,245,2821350
MQ Winners,29-1_95xbin.8_sub.SR_stool,81.9,4.47,25,14433,MetaSPAdes (SR),Stool,221,2000572
MQ Winners,17-2_99_stoolx13_sub.SR_stool,65.81,4.87,25,16484,MetaSPAdes (SR),Stool,154,1806668
MQ Winners,C040-M00_LKVx27_sub.SR_plate,89.95,4.97,25,8803,MetaSPAdes (SR),Plate,379,2338818
MQ Winners,43-2_7_stoolxbin.28.SR_stool,69.65,7.17,25,6043,MetaSPAdes (SR),Stool,597,2794210
MQ Winners,14-2_14_stoolx14-2_14_stool.021_sub.SR_stool,97.49,7.35,25,62391,MetaSPAdes (SR),Stool,99,3315594
MQ Winners,19-1_95xbin.7_sub.SR_stool,63.38,9.62,25,190534,MetaSPAdes (SR),Stool,25,2365665
MQ Winners,47-1_7_stoolxbin.56_sub.SR_stool,88.98,0.6,25.93,51021,MetaSPAdes (SR),Stool,138,3270385
MQ Winners,C039-M06_BAPxC039-M06_BAP.011.SR_plate,98.83,6.34,26.32,837972,MetaSPAdes (SR),Plate,31,4142278
MQ Winners,17-1_6_stoolx17-1_6_stool.015.SR_stool,77.34,2.4,26.67,5841,MetaSPAdes (SR),Stool,781,3484208
MQ Winners,19-2_N16x19-2_N16.014_sub.SR_stool,99.76,1.98,27.27,541645,MetaSPAdes (SR),Stool,29,2389359
MQ Winners,C017-M06x21_sub.LR_stool,91.96,2.9,27.27,591799,MetaFlye2 (LR),Stool,32,6914034
MQ Winners,43-1_24xbin.4.SR_stool,92.87,3.5,27.27,40817,MetaSPAdes (SR),Stool,123,2981436
MQ Winners,43-1_54xbin.15_sub.SR_stool,68.12,3.95,27.27,82031,MetaSPAdes (SR),Stool,115,3644149
MQ Winners,17-1_16_stoolxbin.60_sub.SR_stool,98.73,5.06,27.27,91750,MetaSPAdes (SR),Stool,65,3240083
MQ Winners,C020-M24xbin.29_sub.LR_stool,98.58,3.21,27.78,1131281,MetaFlye2 (LR),Stool,23,6337041
MQ Winners,39-2_88x39-2_88.028.SR_stool,99.33,0.43,28.57,257105,MetaSPAdes (SR),Stool,29,2856067
MQ Winners,14-2_9_BAPx28_sub.SR_plate,64.93,0.48,28.57,15292,MetaSPAdes (SR),Plate,140,1395634
MQ Winners,20-2_39_WCx25.SR_plate,56.98,0.8,28.57,10911,MetaSPAdes (SR),Plate,190,1556554
MQ Winners,17-1_97_BAPx22.SR_plate,98.39,1.08,28.57,20378,MetaSPAdes (SR),Plate,257,3424537
MQ Winners,C047-M00xbin.5_sub.LR_stool,81.68,1.3,28.57,206924,MetaFlye2 (LR),Stool,18,2536649
MQ Winners,08-2_95x08-2_95.026_sub.SR_stool,98.7,1.45,28.57,50029,MetaSPAdes (SR),Stool,114,2311190
MQ Winners,C029-M00_stoolxbin.58.SR_stool,94.7,1.91,28.57,26104,MetaSPAdes (SR),Stool,129,1833653
MQ Winners,39-2_66x82_sub.SR_stool,97.55,2.22,28.57,39567,MetaSPAdes (SR),Stool,141,3112430
MQ Winners,08-1_14x12.SR_stool,95.07,2.45,28.57,29336,MetaSPAdes (SR),Stool,370,6235270
MQ Winners,C039-M06_stoolx115_sub.SR_stool,64.71,2.86,28.57,3547,MetaSPAdes (SR),Stool,611,1744469
MQ Winners,08-1_97xbin.12.SR_stool,77.37,3.02,28.57,6152,MetaSPAdes (SR),Stool,381,1894814
MQ Winners,C017-M36xC017-M36.039_sub.SR_stool,61.35,3.1,28.57,78914,MetaSPAdes (SR),Stool,50,1577594
MQ Winners,C047-M24_stoolx80_sub.SR_stool,82.59,3.1,28.57,9574,MetaSPAdes (SR),Stool,348,2407827
MQ Winners,19-1_N16_DP_BAPcstx29.SR_plate,60.88,3.26,28.57,1992,MetaSPAdes (SR),Plate,955,1860063
MQ Winners,39-2_41x4.SR_stool,95.7,3.41,28.57,15522,MetaSPAdes (SR),Stool,281,3180391
MQ Winners,C017-M36x30.SR_stool,94.58,3.62,28.57,55273,MetaSPAdes (SR),Stool,67,2228958
MQ Winners,C008-M06x25_sub.SR_stool,99.33,4.03,28.57,86220,MetaSPAdes (SR),Stool,57,3138595
MQ Winners,47-1_37x101_sub.LR_stool,65.18,4.57,28.57,210369,MetaFlye2 (LR),Stool,41,2895293
MQ Winners,C020-M24xC020-M24.005_sub.SR_stool,78.48,8.54,28.57,70252,MetaSPAdes (SR),Stool,91,2336472
MQ Winners,43-2_7_stoolx10.SR_stool,99.33,7.7,29.03,99635,MetaSPAdes (SR),Stool,54,3294100
MQ Winners,43-2_36_stoolx43-2_36_stool.020.SR_stool,89.81,5.89,29.17,52643,MetaSPAdes (SR),Stool,120,2823708
MQ Winners,08-1_36_stoolxbin.36.SR_stool,97.68,2.43,29.41,119461,MetaSPAdes (SR),Stool,34,2096772
MQ Winners,19-2_95x19-2_late__19-2_95.012.LR_stool,85.32,4.87,29.41,297340,MetaFlye2 (LR),Stool,37,4597320
MQ Winners,40-1_35x6_sub.LR_stool,96.49,7.02,29.41,623252,MetaFlye2 (LR),Stool,20,3450730
MQ Winners,47-2_37_stoolxbin.87.SR_stool,80.4,1.59,30,7421,MetaSPAdes (SR),Stool,281,1630246
MQ Winners,40-1_35_stoolx40-1_35_stool.032.SR_stool,99.89,1.7,30,598217,MetaSPAdes (SR),Stool,25,5185117
MQ Winners,43-1_54x13.LR_stool,98.11,2.46,30,2696338,MetaFlye2 (LR),Stool,6,2804232
MQ Winners,43-2_N15x55.SR_stool,98.11,2.46,30,200103,MetaSPAdes (SR),Stool,24,2736247
MQ Winners,C014-M00xC014__C014-M00.046.LR_stool,90.14,3.85,30,176141,MetaFlye2 (LR),Stool,23,2954160
MQ Winners,39-1_8_BAPxbin.6.SR_plate,98.66,4.03,30,67732,MetaSPAdes (SR),Plate,101,3163028
MQ Winners,14-1_N14_stoolxbin.32.SR_stool,99.33,4.03,30,1054481,MetaSPAdes (SR),Stool,8,3699868
MQ Winners,14-2_11x14-2_early__14-2_11.012.LR_stool,99.33,4.03,30,3711392,MetaFlye2 (LR),Stool,2,3716148
MQ Winners,19-1_12xbin.31.SR_stool,99.33,4.03,30,533331,MetaSPAdes (SR),Stool,15,3546789
MQ Winners,19-2_N16x37.SR_stool,99.33,4.03,30,475712,MetaSPAdes (SR),Stool,13,3562521
MQ Winners,29-1_12x29-1_12.010_sub.SR_stool,99.33,4.03,30,453198,MetaSPAdes (SR),Stool,22,3354407
MQ Winners,39-2_N7x36.SR_stool,99.33,4.03,30,592163,MetaSPAdes (SR),Stool,14,3500045
MQ Winners,40-1_9xbin.2.LR_stool,99.33,4.03,30,948498,MetaFlye2 (LR),Stool,3,3296509
MQ Winners,40-2_10x94.SR_stool,99.33,4.03,30,897256,MetaSPAdes (SR),Stool,8,3268881
MQ Winners,43-1_7_stoolx48.SR_stool,99.33,4.03,30,296330,MetaSPAdes (SR),Stool,15,3232348
MQ Winners,C008-M00_stoolxbin.14.SR_stool,99.33,4.03,30,613713,MetaSPAdes (SR),Stool,10,3546251
MQ Winners,40-1_35_stoolx40-1_35_stool.064_sub.SR_stool,50.23,9.69,30.3,11500,MetaSPAdes (SR),Stool,316,2192566
MQ Winners,C043-M36_LKVxC043-M36_LKV.001.SR_plate,99.15,2.53,31.25,669603,MetaSPAdes (SR),Plate,20,5408131
MQ Winners,43-2_94x74_sub.SR_stool,97.89,3.8,31.58,166935,MetaSPAdes (SR),Stool,33,3216632
MQ Winners,47-2_17_DP_LKVx18_sub.SR_plate,97.63,4.09,31.58,138015,MetaSPAdes (SR),Plate,99,5980091
MQ Winners,19-1_95x49_sub.SR_stool,97.52,5.7,32,280175,MetaSPAdes (SR),Stool,57,4925717
MQ Winners,40-2_6_stoolxbin.22_sub.SR_stool,78.83,1.11,32.14,5247,MetaSPAdes (SR),Stool,838,3614725
MQ Winners,14-2_11_stoolxbin.5.SR_stool,73.61,7.96,32.86,6010,MetaSPAdes (SR),Stool,356,1741982
MQ Winners,14-1_95_stoolx160.SR_stool,84.71,0.23,33.33,29092,MetaSPAdes (SR),Stool,187,2637703
MQ Winners,20-1_14x101.SR_stool,89.96,0.29,33.33,161791,MetaSPAdes (SR),Stool,28,2663423
MQ Winners,40-2_13xbin.8.LR_stool,51.52,0.32,33.33,59881,MetaFlye2 (LR),Stool,19,986651
MQ Winners,29-1_76xbin.15.SR_stool,69.92,0.32,33.33,27730,MetaSPAdes (SR),Stool,106,1449711
MQ Winners,39-2_52_BAPx67.SR_plate,52.3,0.33,33.33,14911,MetaSPAdes (SR),Plate,141,1514741
MQ Winners,39-2_74_BAPxbin.5.SR_plate,57.43,0.35,33.33,7182,MetaSPAdes (SR),Plate,273,1456415
MQ Winners,39-2_24xbin.23.SR_stool,96.77,0.42,33.33,28980,MetaSPAdes (SR),Stool,190,3408097
MQ Winners,14-1_9_stoolx58.SR_stool,98.2,0.42,33.33,33775,MetaSPAdes (SR),Stool,131,2964167
MQ Winners,14-1_9_stoolx50.SR_stool,96.86,0.47,33.33,88946,MetaSPAdes (SR),Stool,53,3141575
MQ Winners,29-1_53x11_sub.SR_stool,92.51,0.51,33.33,19232,MetaSPAdes (SR),Stool,228,2889773
MQ Winners,43-2_12x38_sub.SR_stool,94.73,0.53,33.33,47959,MetaSPAdes (SR),Stool,104,2765371
MQ Winners,17-1_100_stoolx106_sub.SR_stool,97.84,0.58,33.33,55625,MetaSPAdes (SR),Stool,98,3002778
MQ Winners,40-2_35_stoolx96.SR_stool,51.62,0.63,33.33,8941,MetaSPAdes (SR),Stool,293,2047300
MQ Winners,19-1_12x3.LR_stool,95.57,0.63,33.33,768185,MetaFlye2 (LR),Stool,8,3436774
MQ Winners,19-2_10xbin.24.SR_stool,95.57,0.63,33.33,607433,MetaSPAdes (SR),Stool,27,3213787
MQ Winners,C008-M06xC008-M06.009_sub.SR_stool,69.3,0.64,33.33,205624,MetaSPAdes (SR),Stool,26,1798473
MQ Winners,39-2_47xbin.20_sub.SR_stool,66.63,0.67,33.33,7351,MetaSPAdes (SR),Stool,238,1357134
MQ Winners,39-1_N14x39-1_N14.006.SR_stool,98.37,0.67,33.33,71276,MetaSPAdes (SR),Stool,92,2768784
MQ Winners,43-1_1x10_sub.SR_stool,93.48,0.7,33.33,20075,MetaSPAdes (SR),Stool,249,3300652
MQ Winners,C029-M24_stoolx45_sub.SR_stool,77.28,0.71,33.33,7443,MetaSPAdes (SR),Stool,512,2124857
MQ Winners,19-2_36_stoolx112.SR_stool,91.77,0.71,33.33,37731,MetaSPAdes (SR),Stool,74,1798355
MQ Winners,43-1_66_BAPx56_sub.SR_plate,96.88,0.74,33.33,214180,MetaSPAdes (SR),Plate,50,3645348
MQ Winners,39-1_94_CMBcst_WCx8_sub.SR_plate,85.03,0.77,33.33,30162,MetaSPAdes (SR),Plate,163,2252374
MQ Winners,C020-M00x139_sub.SR_stool,77.1,0.81,33.33,3618,MetaSPAdes (SR),Stool,514,1546403
MQ Winners,39-2_N7x17.SR_stool,97.36,0.81,33.33,37468,MetaSPAdes (SR),Stool,164,3419426
MQ Winners,C039-M24_stoolxC039-M24_stool.022.SR_stool,98.66,0.81,33.33,354963,MetaSPAdes (SR),Stool,27,3428397
MQ Winners,29-2_N17x34.SR_stool,98.72,0.81,33.33,48481,MetaSPAdes (SR),Stool,152,3422704
MQ Winners,C008-M00_WCxbin.2.SR_plate,99.73,0.81,33.33,131404,MetaSPAdes (SR),Plate,51,3580191
MQ Winners,14-1_95_stoolx52.SR_stool,78.4,0.83,33.33,11993,MetaSPAdes (SR),Stool,288,2078046
MQ Winners,C039-M06_stoolx88.SR_stool,90.78,0.89,33.33,20891,MetaSPAdes (SR),Stool,168,1911500
MQ Winners,C043-M36x100.SR_stool,96.42,0.89,33.33,17208,MetaSPAdes (SR),Stool,235,2625932
MQ Winners,17-1_36_LKVx17-1_36_LKV.002_sub.SR_plate,98.81,0.89,33.33,455946,MetaSPAdes (SR),Plate,38,4531711
MQ Winners,C020-M07x123_sub.SR_stool,71.95,0.9,33.33,6549,MetaSPAdes (SR),Stool,852,4232924
MQ Winners,14-1_11_stoolxbin.7.SR_stool,96.3,0.92,33.33,18768,MetaSPAdes (SR),Stool,185,2416015
MQ Winners,47-1_N13xbin.19.SR_stool,96.89,0.98,33.33,50298,MetaSPAdes (SR),Stool,119,2523054
MQ Winners,20-2_97x30.SR_stool,89.82,1.01,33.33,18338,MetaSPAdes (SR),Stool,180,1938435
MQ Winners,47-2_13x47-2_early__47-2_13.033.LR_stool,51.86,1.02,33.33,78969,MetaFlye2 (LR),Stool,25,1529703
MQ Winners,19-1_95xbin.42.SR_stool,89.11,1.04,33.33,26261,MetaSPAdes (SR),Stool,118,1989228
MQ Winners,43-2_94x43-2_94.062.SR_stool,97.96,1.05,33.33,184526,MetaSPAdes (SR),Stool,33,3071938
MQ Winners,17-1_6_BAPxbin.6_sub.SR_plate,85.08,1.07,33.33,4354,MetaSPAdes (SR),Plate,424,1595914
MQ Winners,43-2_36_stoolx77.SR_stool,93.01,1.1,33.33,28112,MetaSPAdes (SR),Stool,112,1716092
MQ Winners,C020-M07_BAPxbin.26.SR_plate,85.55,1.11,33.33,10069,MetaSPAdes (SR),Plate,175,1387737
MQ Winners,C014-M06xC014__C014-M06.021_sub.LR_stool,90.46,1.12,33.33,510715,MetaFlye2 (LR),Stool,10,2775633
MQ Winners,C043-M01_stoolxbin.84.SR_stool,99.26,1.12,33.33,571882,MetaSPAdes (SR),Stool,17,4789150
MQ Winners,20-2_39x102_sub.SR_stool,94.62,1.13,33.33,30852,MetaSPAdes (SR),Stool,183,2928121
MQ Winners,19-2_36_stoolxbin.22_sub.SR_stool,97.66,1.13,33.33,65974,MetaSPAdes (SR),Stool,119,2821066
MQ Winners,C014-M00_stoolx47.SR_stool,99.24,1.14,33.33,330091,MetaSPAdes (SR),Stool,41,2354994
MQ Winners,17-2_99_stoolxbin.42.SR_stool,59.24,1.15,33.33,6030,MetaSPAdes (SR),Stool,451,2142553
MQ Winners,08-2_95xbin.65.SR_stool,95.3,1.17,33.33,90757,MetaSPAdes (SR),Stool,56,2401972
MQ Winners,14-2_6xbin.22.LR_stool,99.12,1.17,33.33,877009,MetaFlye2 (LR),Stool,6,3096857
MQ Winners,29-1_23xbin.11_sub.SR_stool,90.87,1.25,33.33,15964,MetaSPAdes (SR),Stool,236,2377876
MQ Winners,39-1_36x16.LR_stool,93.01,1.27,33.33,332716,MetaFlye2 (LR),Stool,32,4324028
MQ Winners,C043-M36_LKVxC043-M36_LKV.004.SR_plate,97.5,1.3,33.33,110575,MetaSPAdes (SR),Plate,89,5099603
MQ Winners,C043-M01_stoolx29_sub.SR_stool,55.81,1.32,33.33,2173,MetaSPAdes (SR),Stool,449,929729
MQ Winners,20-2_88x73.SR_stool,98.32,1.34,33.33,160007,MetaSPAdes (SR),Stool,33,2838350
MQ Winners,39-1_8x40.SR_stool,91.23,1.36,33.33,91770,MetaSPAdes (SR),Stool,81,3245529
MQ Winners,47-2_7_stoolx12.SR_stool,93.72,1.36,33.33,33596,MetaSPAdes (SR),Stool,172,3068234
MQ Winners,29-2_95xbin.41.SR_stool,97.37,1.36,33.33,89111,MetaSPAdes (SR),Stool,73,4625684
MQ Winners,43-2_94x123_sub.SR_stool,98.19,1.36,33.33,45755,MetaSPAdes (SR),Stool,88,2391901
MQ Winners,17-1_6_WCx17-1_6_WC.003.SR_plate,100,1.38,33.33,601064,MetaSPAdes (SR),Plate,19,2761480
MQ Winners,C020-M36x111.SR_stool,59.53,1.39,33.33,6096,MetaSPAdes (SR),Stool,468,1585842
MQ Winners,19-1_6_stoolxbin.11_sub.SR_stool,97.25,1.41,33.33,30145,MetaSPAdes (SR),Stool,244,4722121
MQ Winners,14-1_9_BAPx3_sub.SR_plate,73.64,1.42,33.33,8021,MetaSPAdes (SR),Plate,247,1617330
MQ Winners,C019-M22_stoolxC019-M22_stool.087.SR_stool,99.06,1.42,33.33,52708,MetaSPAdes (SR),Stool,105,2594515
MQ Winners,39-1_94xbin.106.SR_stool,92.57,1.44,33.33,95539,MetaSPAdes (SR),Stool,41,2304155
MQ Winners,40-1_93x40-1_93.019.SR_stool,94.23,1.44,33.33,378936,MetaSPAdes (SR),Stool,14,2558064
MQ Winners,17-2_99_stoolx105.SR_stool,98.66,1.48,33.33,160002,MetaSPAdes (SR),Stool,54,2430947
MQ Winners,20-1_11x46.SR_stool,55.3,1.5,33.33,1754,MetaSPAdes (SR),Stool,581,1006602
MQ Winners,14-1_95_stoolxbin.121.SR_stool,74.88,1.51,33.33,28298,MetaSPAdes (SR),Stool,80,1581907
MQ Winners,40-1_35x71.LR_stool,96.34,1.52,33.33,305200,MetaFlye2 (LR),Stool,17,2429919
MQ Winners,47-2_37x47-2_late__47-2_37.006.LR_stool,98.11,1.52,33.33,2291775,MetaFlye2 (LR),Stool,63,3376380
MQ Winners,39-1_94xbin.53.SR_stool,81.1,1.58,33.33,20813,MetaSPAdes (SR),Stool,419,4605975
MQ Winners,29-1_53xbin.84.SR_stool,90.6,1.59,33.33,87421,MetaSPAdes (SR),Stool,55,2335892
MQ Winners,39-2_13xbin.1.SR_stool,98.73,1.59,33.33,116462,MetaSPAdes (SR),Stool,57,3248058
MQ Winners,C029-M24_stoolx118.SR_stool,84.86,1.68,33.33,4546,MetaSPAdes (SR),Stool,439,1640715
MQ Winners,C047-M24_stoolx31.SR_stool,87.02,1.68,33.33,8383,MetaSPAdes (SR),Stool,435,2252018
MQ Winners,17-1_100_stoolxbin.30.SR_stool,89.93,1.68,33.33,166592,MetaSPAdes (SR),Stool,40,2726687
MQ Winners,C040-M36x98.SR_stool,91.98,1.73,33.33,12580,MetaSPAdes (SR),Stool,312,2570347
MQ Winners,08-2_9xbin.4.SR_stool,81.78,1.74,33.33,6654,MetaSPAdes (SR),Stool,320,1694852
MQ Winners,17-1_97_BAPxbin.3_sub.SR_plate,82.87,1.75,33.33,6186,MetaSPAdes (SR),Plate,315,1523983
MQ Winners,29-1_53x101.SR_stool,97.52,1.86,33.33,8191,MetaSPAdes (SR),Stool,431,2389261
MQ Winners,20-1_14x20-1_14.028.SR_stool,98.76,1.86,33.33,545333,MetaSPAdes (SR),Stool,39,2796999
MQ Winners,39-2_N14_DP_LKVxbin.2.SR_plate,91.4,1.88,33.33,7420,MetaSPAdes (SR),Plate,619,3617714
MQ Winners,C043-M01_stoolx13_sub.SR_stool,80.71,1.9,33.33,15410,MetaSPAdes (SR),Stool,270,2537332
MQ Winners,43-2_8x43-2_8.021_sub.SR_stool,88.27,1.9,33.33,80125,MetaSPAdes (SR),Stool,83,3256674
MQ Winners,C008-M06xC008-M06.027_sub.SR_stool,100,1.93,33.33,92740,MetaSPAdes (SR),Stool,89,3521045
MQ Winners,29-2_14x63.SR_stool,97.46,1.95,33.33,23727,MetaSPAdes (SR),Stool,139,1879940
MQ Winners,C014-M00_WCx8.SR_plate,54.24,2.01,33.33,1901,MetaSPAdes (SR),Plate,871,1588906
MQ Winners,29-1_14_DP_BAPcstx1.SR_plate,92.17,2.01,33.33,6225,MetaSPAdes (SR),Plate,634,2727076
MQ Winners,39-2_47xbin.32.SR_stool,94.51,2.01,33.33,40922,MetaSPAdes (SR),Stool,72,2084413
MQ Winners,C020-M07x64_sub.SR_stool,94.63,2.01,33.33,102433,MetaSPAdes (SR),Stool,49,2878877
MQ Winners,08-1_11xbin.21.SR_stool,92.55,2.02,33.33,30561,MetaSPAdes (SR),Stool,263,3708002
MQ Winners,C008-M36x52.SR_stool,76.2,2.04,33.33,5778,MetaSPAdes (SR),Stool,456,1925214
MQ Winners,19-2_N16x19.SR_stool,60.14,2.16,33.33,9182,MetaSPAdes (SR),Stool,566,4190922
MQ Winners,19-1_95x19-1_95.017_sub.SR_stool,98.35,2.21,33.33,155666,MetaSPAdes (SR),Stool,63,3321610
MQ Winners,C040-M00xC040-M00.042_sub.SR_stool,75.83,2.24,33.33,6695,MetaSPAdes (SR),Stool,279,1430199
MQ Winners,39-1_94xbin.99.SR_stool,90.72,2.24,33.33,20109,MetaSPAdes (SR),Stool,188,2270672
MQ Winners,C039-M24_stoolxbin.34_sub.SR_stool,97.15,2.37,33.33,118070,MetaSPAdes (SR),Stool,107,6861358
MQ Winners,19-1_6_stoolx19-1_6_stool.013.SR_stool,98.73,2.37,33.33,614297,MetaSPAdes (SR),Stool,31,7168505
MQ Winners,14-2_36_stoolx0.SR_stool,93.36,2.4,33.33,19462,MetaSPAdes (SR),Stool,251,2719063
MQ Winners,C047-M24_stoolx37_sub.SR_stool,98.02,2.42,33.33,60072,MetaSPAdes (SR),Stool,91,3169563
MQ Winners,C047-M00_stoolxC047-M00_stool.019_sub.SR_stool,98.97,2.62,33.33,102047,MetaSPAdes (SR),Stool,62,3265373
MQ Winners,08-1_36_stoolxbin.68.SR_stool,97.32,2.68,33.33,30012,MetaSPAdes (SR),Stool,135,2260840
MQ Winners,29-2_36_stoolx29-2_36_stool.031.SR_stool,97.97,2.68,33.33,153458,MetaSPAdes (SR),Stool,41,2608725
MQ Winners,39-2_36x37.LR_stool,96.22,2.75,33.33,374358,MetaFlye2 (LR),Stool,9,2501338
MQ Winners,17-2_99_LKVx17-2_99_LKV.003.SR_plate,75.41,2.87,33.33,430707,MetaSPAdes (SR),Plate,26,4474682
MQ Winners,C014-M00_stoolx61.SR_stool,94.96,2.97,33.33,75164,MetaSPAdes (SR),Stool,85,3614432
MQ Winners,43-1_21x7_sub.SR_stool,86.57,3.39,33.33,6603,MetaSPAdes (SR),Stool,349,1681521
MQ Winners,20-1_8_DP_BAPcstx2.SR_plate,55.01,3.47,33.33,1726,MetaSPAdes (SR),Plate,626,1078502
MQ Winners,43-1_24xbin.67_sub.SR_stool,79.94,3.9,33.33,4715,MetaSPAdes (SR),Stool,440,1755470
MQ Winners,29-1_67x36_sub.SR_stool,96.31,3.96,33.33,23714,MetaSPAdes (SR),Stool,235,3406933
MQ Winners,19-2_12x10.SR_stool,80.33,4.1,33.33,3463,MetaSPAdes (SR),Stool,984,2827870
MQ Winners,39-1_94x118_sub.SR_stool,72.04,5.1,33.33,2398,MetaSPAdes (SR),Stool,1101,2398302
MQ Winners,08-2_95x8-2_late__08-2_95.008.LR_stool,89.87,5.22,33.33,283655,MetaFlye2 (LR),Stool,34,3432738
MQ Winners,19-2_36_stoolx91.SR_stool,63.81,6.37,33.33,3973,MetaSPAdes (SR),Stool,504,1599754
